id,source,subject,from
b'9699',,🌟 Завжди говори “ТАК” шопінгу та розпродажу ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9700',,Приглашение участника Natalia Medvedeva ожидает Вашего ответа,"""Natalia Medvedeva (через LinkedIn)"" <messages-noreply@linkedin.com>"
b'9701',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 20.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9702',,Маркетинговые исследования (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9703',,"PHP, Junior PHP developer (Киев) (новые вакансии за 20.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9704',,Data analyst (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9705',,Аналитик продаж (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9706',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9707',,"BI Developer, R developer (Киев) (новые вакансии за 20.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9708',,Machine Learning Engineer (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9709',,Data scientist (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9710',,SQL (Киев) (новые вакансии за 20.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9711',,"Тамара, обновите резюме — появились новые вакансии!",HeadHunter <no_reply@hh.ua>
b'9712',,Новий день - нові акції 🌟 І вони вже тут ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9713',,"Tamara, 4 приглашения, 1 изменение в карьере и 19 обновлений ожидают Вас в LinkedIn.",LinkedIn <notifications-noreply@linkedin.com>
b'9714',,Поздравьте участника Hanna Yankina с...,LinkedIn <notifications-noreply@linkedin.com>
b'9715',,"Так-так-так, що тут у нас? 🔥 Знижки на кроси, спортивні костюми, вітаміни ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9716',,"Tamara, люди интересуются Вашим профилем в LinkedIn.",LinkedIn <messages-noreply@linkedin.com>
b'9717',,"🔥 Распродажи недели: свитер George за 95 грн, шуба Atmosphere за 799 грн + 973 вещей со скидками","""Shafa.ua"" <hello@shafa.com.ua>"
b'9718',,"Книжковий четвер: ТОП 100 осені, правильна мотивація та чудові дитячі новинки","""Yakaboo.ua"" <support@yakaboo.ua>"
b'9719',,Отримайте безкоштовну доставку до кінця тижня! 😋,Uber Eats <uber.ukraine@uber.com>
b'9720',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9721',,🔥 Кращі пропозиції Чорної п'ятниці!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9722',,Ввечері знижки ще несамовитіші 😱 Лови їх ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9723',,,TNT <dellnu2008@ukr.net>
b'9724',,7 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9725',,Ваш профиль появлялся в результатах поиска 8 раз на этой неделе,LinkedIn <notifications-noreply@linkedin.com>
b'9726',,💥 Електроніка вже на BLACK FRIDAY ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9727',,"In-demand programs, on demand",edX <news@edx.org>
b'9728',,Data scientist (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9729',,Machine Learning Engineer (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9730',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 21.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9731',,Як Ваші справи?,UAmade <info@uamade.ua>
b'9732',,Аналитик продаж (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9733',,Data analyst (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9734',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9735',,Маркетинговые исследования (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9736',,"BI Developer, R developer (Киев) (новые вакансии за 21.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9737',,"PHP, Junior PHP developer (Киев) (новые вакансии за 21.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9738',,SQL (Киев) (новые вакансии за 21.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9739',,🔥Знадобиться все! Особливо за цінами BLACK FRIDAY ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9740',,У вас новые рекомендации групп: Идеи для маникюра и ещё 7,Facebook <notification@facebookmail.com>
b'9741',,"⚡️  Що сьогодні на РОЗПРОДАЖУ? Under Armour, befree ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9742',,💚🖤 Ранний доступ к скидкам Черной пятницы! Только в приложении Rozetka,ROZETKA <bestdeal@rozetka.com.ua>
b'9743',,ЧОРНА П'ЯТНИЦЯ в електроніці - ТОП-8 товарів,Kasta <modnakasta@mailman.modnakasta.ua>
b'9744',,GBW - Shell - Invitation to edit,Google Data Studio <google-data-studio-noreply@google.com>
b'9745',,До -70% від PlayStation! Шикуй по-чорному!,Comfy <comfy@mailersend.comfy.ua>
b'9746',,Чорна п’ятниця: отримайте знижку 40 % на пакет Creative Cloud ,Adobe Creative Cloud <mail@mail.adobe.com>
b'9747',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9748',,"Сервис ""Инструменты переводчика Google"" будет закрыт 4 декабря 2019 г.",Google Translator Toolkit <googletranslatortoolkit-noreply@google.com>
b'9749',,👌 Зайти на РОЗПРОДАЖ - завжди хороша ідея ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9750',,До Black Friday залишилось... 2 дні 😜,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'9751',,9 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9752',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 22.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9753',,"PHP, Junior PHP developer (Киев) (новые вакансии за 22.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9754',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 22.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9755',,Аналитик продаж (Киев) (новые вакансии за 22.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9756',,Data analyst (Киев) (новые вакансии за 22.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9757',,Маркетинговые исследования (Киев) (новые вакансии за 22.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9758',,SQL (Киев) (новые вакансии за 22.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9759',,Справи почекають ✋ На РОЗПРОДАЖІ цікавіше ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9760',,Шопимося по-дорослому ?? Найнижчі ціни року ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9761',,Розігруємо iPhone 11 Pro Max 64 GB,Comfy <comfy@mailersend.comfy.ua>
b'9762',,"☝️ Май на увазі, проходить найкрутіший РОЗПРОДАЖ ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9763',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9764',,"👌 Не відкладай на завтра те, що сьогодні на РОЗПРОДАЖУ ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9765',,Welcome to 7 Cups!,noreply@admin.7cups.com
b'9766',,You signed up to help others. We signed up to help you.,7 Cups <noreply@7cups.com>
b'9767',,Machine Learning Engineer (Киев) (новые вакансии за 23.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9768',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 23.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9769',,"PHP, Junior PHP developer (Киев) (новые вакансии за 23.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9770',,SQL (Киев) (новые вакансии за 23.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9771',,You have 4 new Page suggestions including Київність.,Facebook <notification@facebookmail.com>
b'9772',,"BI Developer, R developer (Киев) (новые вакансии за 23.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9773',,Шопінг - як терапія для гарного настрою ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9774',,Education = a brighter future 💡,edX <news@edx.org>
b'9775',,You have 6 new Page suggestions including Где в Киеве жить хорошо?,Facebook <notification@facebookmail.com>
b'9776',,Орк-подкастер только что добавил(а) видео,YouTube <noreply@youtube.com>
b'9777',,🔔Штормове попередження! Починається нова хвиля РОЗПРОДАЖУ ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9778',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9779',,Найсмачніше на десерт 😍 Нові акції та знижки ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9780',,Your listener questions answered!,Laura Small <lauras@7cups.com>
b'9781',,20+ новых вакансий «Junior Data Analyst» в Киеве за неделю,"""Work.ua"" <website@work.ua>"
b'9782',,Machine Learning Engineer (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9783',,Маркетинговые исследования (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9784',,"BI Developer, R developer (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019","""rabota.ua"" <noreply@rabota.ua>"
b'9785',,"PHP, Junior PHP developer (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019","""rabota.ua"" <noreply@rabota.ua>"
b'9786',,Data analyst (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9787',,"Python, Middle Python, Junior python (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019","""rabota.ua"" <noreply@rabota.ua>"
b'9788',,Аналитик продаж (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9789',,SQL (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9790',,Бизнес Аналитик / Системный Аналитик (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9791',,Data scientist (Киев): Еженедельный дайджест вакансий за 17.11.2019 - 24.11.2019,"""rabota.ua"" <noreply@rabota.ua>"
b'9792',,Сьогодні на тебе чекає багато покупок 💥 Нові акції вже тут ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9793',,Jump into the unknown!,edX <news@edx.org>
b'9794',,"Дізнайся, що зараз на РОЗПРОДАЖУ ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9795',,Вам открыт доступ для просмотра (dashboard analyze massive),"""Mite Mite (через Google Презентации)"" <svtsk.mv@gmail.com>"
b'9796',,Подарунок від Uber Eats!,Uber Eats <uber.ukraine@uber.com>
b'9797',,Tania Baladynska поделился(ась)...,LinkedIn <notifications-noreply@linkedin.com>
b'9798',,Нова хвиля РОЗПРОДАЖУ ⚡️ Знижки на одяг та взуття вже тут ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9799',,You look like a good fit for the job at Pinnacol ($69k-$118k est. salary). Apply now.,Glassdoor Jobs <noreply@glassdoor.com>
b'9800',,💚🖤В Черную пятницу узнайте о скидках первыми! Скачивайте наше приложение,ROZETKA <bestdeal@rozetka.com.ua>
b'9801',,Почалось! 💣 Чорний понеділок повен знижок!!!,"""Yakaboo.ua"" <support@yakaboo.ua>"
b'9802',,🔥 ТОП пропозиції Чорної п'ятниці!,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9803',,Презентація групових поїздок 2020.,"""STUDY.UA"" <newslist@obuchenie.com.ua>"
b'9804',,You have 2 new Page suggestions including Громада Дарниці.,Facebook <notification@facebookmail.com>
b'9805',,Ми знаємо твоє слабке місце 💥 І воно на розпродажу ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9806',,"Гольф COS за 350 грн, Свитшот Topshop за 238 грн + 960 популярных вещей","""Shafa.ua"" <hello@shafa.com.ua>"
b'9807',,До -70% від PlayStation! Ще більше товарів зі знижками!,Comfy <comfy@mailersend.comfy.ua>
b'9808',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9809',,Видання про літературу_диплом,Марія Глух <mariia.hlukh@gmail.com>
b'9810',,"Наш РОЗПРОДАЖ, як розслабляючий масаж 💭 Перевір ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9811',,"Вакансия на должность «Product Analyst» в компании MacPaw Inc. и ещё 9 вакансий, которые могут Вас заинтересовать.",LinkedIn <jobs-listings@linkedin.com>
b'9812',,6 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9813',,"Обновление: функция уведомления рекрутеров о том, что Вы открыты новым карьерным возможностям, перемещена",LinkedIn <messages-noreply@linkedin.com>
b'9814',,"BI Developer, R developer (Киев) (новые вакансии за 25.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9815',,Data scientist (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9816',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9817',,Аналитик продаж (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9818',,Machine Learning Engineer (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9819',,Data analyst (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9820',,SQL (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9821',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 25.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9822',,Маркетинговые исследования (Киев) (новые вакансии за 25.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9823',,"PHP, Junior PHP developer (Киев) (новые вакансии за 25.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9824',,"Ми зробили все, щоб потішити тебе зранку 😻 Приєднуйся до розпродажу ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9825',,🖤🛍 Готовы к скидкам? Генеральная репетиция Черной пятницы стартует уже завтра,ROZETKA <bestdeal@rozetka.com.ua>
b'9826',,"☝️ Говорять, тут знижки до -90%... Правду говорять, бо це BLACK FRIDAY ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9827',,💥Розпродаж року! Дитячі книжки зі знижками 📚🐱,"""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9828',,Час нової куртки настав ⭐️ Почався РОЗПРОДАЖ верхнього одягу ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9829',,💥 Wooow! Вже більше 60 000 товарів зі знижками до - 70%!,INTERTOP <withlove@intertop.ua>
b'9830',,👖Джинси за 91 грн?,Kasta <modnakasta@mailman.modnakasta.ua>
b'9831',,You look like a good fit for the job at Pinnacol ($69k-$118k est. salary). Apply now.,Glassdoor Jobs <noreply@glassdoor.com>
b'9832',,Вам открыт доступ для редактирования (Uber array October),"""Iuliia Dzhus (через Google Таблицы)"" <iuliia.dzhus@gmail.com>"
b'9833',,Вам открыт доступ для редактирования (Uber_November _1 week),"""Iuliia Dzhus (через Google Таблицы)"" <iuliia.dzhus@gmail.com>"
b'9834',,Вам открыт доступ для редактирования (Uber total array),"""Iuliia Dzhus (через Google Таблицы)"" <iuliia.dzhus@gmail.com>"
b'9835',,You have 8 new Page suggestions including Громада Голосіївського району.,Facebook <notification@facebookmail.com>
b'9836',,💚🖤Осталось 2 дня! Покупайте частями с monobank + бесплатная доставка и розыгрыш айфонов,ROZETKA <bestdeal@rozetka.com.ua>
b'9837',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9838',,Оповещение системы безопасности,Google <no-reply@accounts.google.com>
b'9839',,"Час вирішувати, кому місце у твоїй шафі: Mango, H&M➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9840',,"🚀 Книжки розкуповують з шаленою швидкістю, покваптесь!","""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9841',,Вредные советы Work.ua к новогоднему корпоративу. Дайджест 379,"""Work.ua"" <website@work.ua>"
b'9842',,Admission and Financial Aid Workshop Invitation: MSDS Program,"""Northwestern Univ. School of Professional Studies"" <sps@northwestern.edu>"
b'9843',,10 новых вакансий «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9844',,Маркетинговые исследования (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9845',,SQL (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9846',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9847',,"PHP, Junior PHP developer (Киев) (новые вакансии за 26.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9848',,Machine Learning Engineer (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9849',,Data scientist (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9850',,Data analyst (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9851',,"BI Developer, R developer (Киев) (новые вакансии за 26.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9852',,Аналитик продаж (Киев) (новые вакансии за 26.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9853',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 26.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9854',,Фантастичні ціни і де їх шукати ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9855',,💚🖤 Встречайте скидки до 70%! Генеральная репетиция Черной пятницы началась,ROZETKA <bestdeal@rozetka.com.ua>
b'9856',,The bell has rung 🔔,edX <news@edx.org>
b'9857',,"Тамара, подходящие вакансии",HeadHunter <no_reply@hh.ua>
b'9858',,"Почалась нова хвиля РОЗПРОДАЖУ 🔥 Ти заходь, якщо що ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9859',,Поздравьте участника Ekaterina...,LinkedIn <notifications-noreply@linkedin.com>
b'9860',,РОЗПРОДАЖ літніх та зимових колекцій почався 💥 До справи ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9861',,"🔥 Горіла середа, палала ! Нова порція знижок на книжки!","""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9862',,"🔮 Щось нам підказує, ти знайдеш класне взуття та куртку ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9863',,🔥 Ще більше вигоди. До -65%.,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9864',,🖤🔝 Топ-товары Генеральной репетиции! Выбирайте желаемое со скидками,ROZETKA <bestdeal@rozetka.com.ua>
b'9865',,You have 6 new Page suggestions including Blog Kate Korea Club.,Facebook <notification@facebookmail.com>
b'9866',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9867',,Р - означає РОЗПРОДАЖ 🔥 Нові акції стартують просто зараз ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9868',,◆◆◆Чорну п'ятницю РОЗПОЧАТО◆◆◆,Comfy <comfy@mailersend.comfy.ua>
b'9869',,Thank you note from Glen,Glen Moriarty <noreply@7cups.com>
b'9870',,И снова розыгрыш приза среди клиентов AKS.UA,"""AKS.ua"" <info@aks.ua>"
b'9871',,5 самых популярных блогов,Tumblr <no-reply@tumblr.com>
b'9872',,"Tamara, Вы знакомы с участником Natalia Plakhotna (Yarynich)?",LinkedIn <messages-noreply@linkedin.com>
b'9873',,2 новые вакансии «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9874',,Data analyst (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9875',,Маркетинговые исследования (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9876',,SQL (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9877',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9878',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 27.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9879',,Machine Learning Engineer (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9880',,"PHP, Junior PHP developer (Киев) (новые вакансии за 27.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9881',,Аналитик продаж (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9882',,Data scientist (Киев) (новые вакансии за 27.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9883',,⚡️ Перше правило шопінгу: бути в курсі нових акцій ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9884',,🖤🔝 Лучшие предложения Генеральной репетиции! До -70% на популярные товары,ROZETKA <bestdeal@rozetka.com.ua>
b'9885',,"Tamara, 4 приглашения, 1 изменение в карьере и 19 обновлений ожидают Вас в LinkedIn.",LinkedIn <notifications-noreply@linkedin.com>
b'9886',,"Тамара, обновите резюме — появились новые вакансии!",HeadHunter <no_reply@hh.ua>
b'9887',,"Як добре, що ти тут ⭐️ Нова хвиля розпродажу почалася ➡️",Kasta <modnakasta@mailman.modnakasta.ua>
b'9888',,⚡️ Правило шопінгу №2: з’являтись на розпродажу раніше за інших ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9889',,🔔 ТОП 15 дитячих книжок розпродажу,"""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9890',,"Tamara, люди интересуются Вашим профилем в LinkedIn.",LinkedIn <messages-noreply@linkedin.com>
b'9891',,"Tamara, мы запустили сезонные предложения по лимитам на карте!",Payoneer <email@payoneer.com>
b'9892',,New project,Tatiana Bakhmetieva <t.bakhmetieva@4service-group.com>
b'9893',,🖤⏰ До Черной пятницы несколько часов! Ловите максимальные скидки первыми,ROZETKA <bestdeal@rozetka.com.ua>
b'9894',,Синонім слова Релакс - Шопінг 👌 Порелаксуємо?,Kasta <modnakasta@mailman.modnakasta.ua>
b'9895',,▶▶▶▶Чорна п'ятниця у РОЗПАЛІ! Шикуй по-чорному!,Comfy <comfy@mailersend.comfy.ua>
b'9896',,🔥 Нові надходження. Ще більше вигоди.,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9897',,"🔥 Распродажи недели: ботфорты ZARA за 550 грн, свитер Disney за 399 грн + 957 вещей со скидками","""Shafa.ua"" <hello@shafa.com.ua>"
b'9898',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9899',,Розваги для дорослих 💥 Приєднуйся до РОЗПРОДАЖУ ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9900',,"👀 Ще один чорний лист, але з книжками 📖","""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9901',,💣 Цей день настав! BLACK FRIDAY!,INTERTOP <withlove@intertop.ua>
b'9902',,4 новые вакансии «Junior Data Analyst» в Киеве,"""Work.ua"" <website@work.ua>"
b'9903',,Data analyst (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9904',,Бизнес Аналитик / Системный Аналитик (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9905',,"PHP, Junior PHP developer (Киев) (новые вакансии за 28.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9906',,"BI Developer, R developer (Киев) (новые вакансии за 28.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9907',,"Python, Middle Python, Junior python (Киев) (новые вакансии за 28.11.2019)","""rabota.ua"" <noreply@rabota.ua>"
b'9908',,Machine Learning Engineer (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9909',,Маркетинговые исследования (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9910',,Аналитик продаж (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9911',,Data scientist (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9912',,SQL (Киев) (новые вакансии за 28.11.2019),"""rabota.ua"" <noreply@rabota.ua>"
b'9913',,Ваш профиль появлялся в результатах поиска 6 раз на этой неделе,LinkedIn <notifications-noreply@linkedin.com>
b'9914',,Вона вже тут 💣 Чорна П'ятниця!,Kasta <modnakasta@mailman.modnakasta.ua>
b'9915',,💚🖤 Черная пятница уже на Rozetka! Спешите на распродажу,ROZETKA <bestdeal@rozetka.com.ua>
b'9916',,Термін дії пропозиції до Чорної п’ятниці невдовзі закінчиться!,Adobe Creative Cloud <mail@mail.adobe.com>
b'9917',,💣 Чорна п'ятниця 2019 вже зараз!,INTERTOP <withlove@intertop.ua>
b'9918',,🔥 Дай волю своїм бажанням на BLACK FRIDAY ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9919',,Чорна п'ятниця вже в Uber Eats! 😱,Uber Eats <uber.ukraine@uber.com>
b'9920',,"⏰ ТРИ, ДВА, ОДИН...час купувати книжки!","""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9921',,💣 Хіба ви не цього чекали? Найнижчі ціни Чорної П'ятниці вже тут ➡️,Kasta <modnakasta@mailman.modnakasta.ua>
b'9922',,🔥 Вигода до -75%. Чорна п'ятниця в розпалі.,"""27.ua інтернет-гіпермаркет"" <promo@e-mail.27.ua>"
b'9923',,✦✦✦✦✦ЧОРНА П'ЯТНИЦЯ у п'ятницю✦✦✦✦✦,Comfy <comfy@mailersend.comfy.ua>
b'9924',,⭐ Візьми від BLACK FRIDAY максимум!,Kasta <modnakasta@mailman.modnakasta.ua>
b'9925',,Орк-подкастер только что добавил(а) видео,YouTube <noreply@youtube.com>
b'9926',,🖤🔝 Самые топовые предложения! Выбирайте любимые товары со скидками Черной пятницы,ROZETKA <bestdeal@rozetka.com.ua>
b'9927',,Black Friday Sale on Codecademy Pro,Codecademy Pro <pro@codecademy.com>
b'9928',,Эти вакансии вас могут заинтересовать!,"""rabota.ua"" <noreply@rabota.ua>"
b'9929',,🖤🍳 Лучшие предложения! Товары для дома и игрушки со скидками Черной пятницы,ROZETKA <bestdeal@rozetka.com.ua>
b'9930',,В цій метушні Ви забули про книжки📚  Саме час!,"""Yakaboo.ua  Black Friday"" <support@yakaboo.ua>"
b'9931',,У вас новые рекомендации групп: Ногти. Дизайн ногтей. Маникюр💅 и ещё 13,Facebook <notification@facebookmail.com>
